Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,mpaa_rating,added_to_netflix,flixable_url,totalSeasons
Made in China,2019,N/A,25 Oct 2019,128 min,"Comedy, Drama",Mikhil Musale,"Niren Bhatt, Parinda Joshi, Parinda Joshi, Mikhil Musale, Karan Vyas","Rajkummar Rao, Mouni Roy, Boman Irani, Paresh Rawal","Story of Failed Gujarati Businessman, who jumps into unknown world of China to get once in a life time business idea, which will change his life.",Hindi,India,N/A,https://m.media-amazon.com/images/M/MV5BMDYxY2VjNDktZjBlZS00MTIwLTk4N2QtNjNkMzI2NDgwNGVjXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",N/A,6.1,710,tt8983180,movie,N/A,N/A,Montauk Films,N/A,True,TV-MA,"January 12, 2020",http://www.flixable.com/title/81113919/,
Zoom,2006,PG,11 Aug 2006,83 min,"Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",Peter Hewitt,"Adam Rifkin (screenplay), David Berenbaum (screenplay), Adam Rifkin (screen story), Jason Lethcoe (novel)","Tim Allen, Courteney Cox, Chevy Chase, Spencer Breslin",Former superhero Jack is called back to work to transform an unlikely group of ragtag kids into superheroes at a private academy.,English,USA,4 wins & 8 nominations.,https://m.media-amazon.com/images/M/MV5BMTM0NjczMzUyM15BMl5BanBnXkFtZTcwMDEwMjQzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '3%'}, {'Source': 'Metacritic', 'Value': '26/100'}]",26,4.3,"17,641",tt0383060,movie,02 Sep 2007,"$11,600,000",Sony Pictures Entertainment,N/A,True,PG,"January 11, 2020",http://www.flixable.com/title/81221873/,
AJ and the Queen,2020,N/A,10 Jan 2020,N/A,Comedy,N/A,"Michael Patrick King, RuPaul","Izzy G., Tia Carrere, RuPaul, Katerina Tannenbaum","Ruby Red, a down-on-her-luck drag queen traveling across America, develops an unlikely sidekick named AJ.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYjIyMjRmZWUtZTYwYS00ZjNjLTgwMDktZTEwMTBjOGYxMmUzXkEyXkFqcGdeQXVyNTQ1NTExNzM@._V1_SX300.jpg,[],N/A,N/A,N/A,tt8404094,series,,,,,True,TV-14,"January 10, 2020",http://www.flixable.com/title/80237329/,N/A
Giri / Haji,2019,N/A,17 Oct 2019,N/A,Crime,N/A,N/A,"Takehiro Hira, Sophia Brown, Charlie Creed-Miles, Jamie Draven","A detective from Tokyo scours London for his missing brother, who's been involved with the Yakuza and accused of murder.","English, Japanese",UK,N/A,https://m.media-amazon.com/images/M/MV5BOTgxODE5YjMtMjE2OC00YTU5LWFmNTgtZTc5ZjRkNGM4ZGJmXkEyXkFqcGdeQXVyNjQ0MDQxOTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",N/A,7.9,"2,093",tt8001106,series,,,,,True,TV-MA,"January 10, 2020",http://www.flixable.com/title/80190519/,1
Harvey Street Kids,2020,,,,,,,,,,,,,,,,,,,,,,,,TV-Y7,"January 10, 2020",http://www.flixable.com/title/80178941/,
Jamtara - Sabka Number Ayega,2020,N/A,10 Jan 2020,N/A,Crime,N/A,N/A,"Amit Sial, Dibyendu Bhattacharya, Aksha Pardasany, Sparsh Shrivastav","The story of young, ambitious, volatile people who have the world before them. Masterminds and cousins, Sunny and Rocky, along with their friends, quietly run a wildly successful phishing ...",Hindi,India,N/A,https://m.media-amazon.com/images/M/MV5BODU0NTU4NDItNmE3MS00OWUzLTg4YjUtYjQ5OTg2MTBjOWUzXkEyXkFqcGdeQXVyNjM5NjUxODg@._V1_SX300.jpg,[],N/A,N/A,N/A,tt11150912,series,,,,,True,TV-MA,"January 10, 2020",http://www.flixable.com/title/81183491/,1
Medical Police,2020,N/A,10 Jan 2020,N/A,Comedy,N/A,N/A,"Erinn Hayes, Rob Huebel, Sarayu Blue, Fred Melamed","Two American physicians in São Paulo, Brazil, discover a civilization-threatening virus and are recruited as government agents in a race against time and around the world to find a cure and uncover a dark conspiracy.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYjNiNjg3YmEtODU5YS00YWRlLWJkZTUtMTYzN2ZmNjFlNGYyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt9850952,series,,,,,True,TV-MA,"January 10, 2020",http://www.flixable.com/title/81011449/,1
Monsters: Dark Continent,2014,R,17 Apr 2015,119 min,"Action, Drama, Horror, Sci-Fi, Thriller, War",Tom Green,"Tom Green, Jay Basu","Johnny Harris, Sam Keeley, Joe Dempsie, Kyle Soller",Monsters' reign continues to spread throughout the Earth.,English,UK,2 nominations.,https://m.media-amazon.com/images/M/MV5BMzA5ODI3OTQ3NV5BMl5BanBnXkFtZTgwODI4NzMwNTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,4.3,"9,442",tt1935302,movie,02 Jun 2015,N/A,Radius,N/A,True,R,"January 10, 2020",http://www.flixable.com/title/70253597/,
Set Up,2011,N/A,N/A,11 min,"Short, Crime, Thriller",Scott Strosahl,Scott Strosahl,"Cody Burk, Brian Frank, Michael Helgens, Greg Kilberger","After a failed bank robbery, the crew attempt to determine who set them up.",English,USA,N/A,N/A,[],N/A,N/A,N/A,tt2246750,movie,N/A,N/A,N/A,N/A,True,R,"January 10, 2020",http://www.flixable.com/title/70199239/,
Sniper: Special Ops,2016,R,03 May 2016,84 min,"Action, Drama, War",Fred Olen Ray,Fred Olen Ray,"Steven Seagal, Rob Van Dam, Tim Abell, Charlene Amoia","A Special Ops Military Force, led by Sergeant Vic Mosby (Tim Abell) with an expert sniper Sergeant Jake Chandler (Steven Seagal) as ""Over Watch"" during a special mission are sent to a ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTgyNTI3MDE0MF5BMl5BanBnXkFtZTgwMTkwNTc3NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.2/10'}]",N/A,3.2,"2,240",tt5344794,movie,03 May 2016,N/A,"Hybrid, LLC",N/A,True,R,"January 10, 2020",http://www.flixable.com/title/80099306/,
The Evil Dead,1981,NC-17,15 Apr 1983,85 min,Horror,Sam Raimi,Sam Raimi,"Bruce Campbell, Ellen Sandweiss, Richard DeManincor, Betsy Baker","Five friends travel to a cabin in the woods, where they unknowingly release flesh-possessing demons.",English,USA,3 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BODc2MmVjZmUtNjAzMS00MDNiLWIyM2YtOGEzMjg0YjRhMzRmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",71,7.5,"175,176",tt0083907,movie,19 Jan 1999,N/A,New Line Cinema,N/A,True,TV-MA,"January 10, 2020",http://www.flixable.com/title/484369/,
The InBESTigators,2020,,,,,,,,,,,,,,,,,,,,,,,,TV-G,"January 10, 2020",http://www.flixable.com/title/80243216/,
Until Dawn,2020,N/A,10 Jan 2020,N/A,"Comedy, Reality-TV",N/A,N/A,"Bérengère Krief, Monsieur Poulpe, Thomas Vandenberghe",N/A,French,France,N/A,https://m.media-amazon.com/images/M/MV5BYzI2MzRkZDEtMDJjOC00MzQ5LTkyMjEtNGJhMDE2ZmM3NWUyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,[],N/A,N/A,N/A,tt11434862,series,,,,,True,TV-MA,"January 10, 2020",http://www.flixable.com/title/81074060/,N/A
Zumbo's Just Desserts,2019,,,,,,,,,,,,,,,,,,,,,,,,TV-PG,"January 10, 2020",http://www.flixable.com/title/80204927/,
Bulletproof 2,2020,N/A,07 Jan 2020,N/A,"Action, Comedy",Don Michael Paul,Rich Wilkes,"Faizon Love, Kirk Fox, Tony Todd, Cassie Clare","Set 25 years after the events of the original Bulletproof, the movie recasts Wayans and Sandler's characters with Faizon Love (Friday) and Kirk Fox (Parks and Recreation). In the sequel, ...",N/A,USA,N/A,https://m.media-amazon.com/images/M/MV5BZTRlMTNmZDktYjY1MC00YjQwLWJiMWQtMzNlOTVkMzVhZjhlXkEyXkFqcGdeQXVyODQ4NjA3Mw@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt9887580,movie,N/A,N/A,N/A,N/A,True,TV-MA,"January 9, 2020",http://www.flixable.com/title/81214114/,
Speed Is My Need,2019,TV-PG,N/A,75 min,"Documentary, Sport",Mark Sloper,N/A,"Shane Byrne, Colin Edwards, Leon Haslam, Ron Haslam",What drives these two-wheeled gladiators to risk everything? Enter the world of professional speed racing where your motorcycle and your mind must work hand-in-hand to be the first to cross...,English,UK,N/A,https://m.media-amazon.com/images/M/MV5BMTQ0Y2U3Y2ItYjFiZi00YjExLTllNzMtMTRjZGQxYmFkZmY2XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}]",N/A,4.8,5,tt10379012,movie,N/A,N/A,N/A,N/A,True,TV-14,"January 9, 2020",http://www.flixable.com/title/81167492/,
Cheer,2020,N/A,08 Jan 2020,N/A,"Documentary, Reality-TV",N/A,N/A,N/A,N/A,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BOWY2MzliNTYtZGYyYi00ZjI2LWFiMzItNGQ2Y2E2MzQyYzMyXkEyXkFqcGdeQXVyMjMzODIwMzQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",N/A,7.7,143,tt11426660,series,,,,,True,TV-MA,"January 8, 2020",http://www.flixable.com/title/81039393/,1
A Ghost Story,2017,R,27 Jul 2017,92 min,"Drama, Fantasy, Romance",David Lowery,David Lowery,"Casey Affleck, Rooney Mara, McColm Cephas Jr., Kenneisha Thompson","In this singular exploration of legacy, love, loss, and the enormity of existence, a recently deceased, white-sheeted ghost returns to his suburban home to try to reconnect with his bereft wife.","English, Spanish",USA,12 wins & 20 nominations.,https://m.media-amazon.com/images/M/MV5BMzcyNTc1ODQzMF5BMl5BanBnXkFtZTgwNTgzMzY4MTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",84,6.8,"50,702",tt6265828,movie,03 Oct 2017,"$1,594,798",Ideaman Studios,N/A,True,R,"January 7, 2020",http://www.flixable.com/title/80173542/,
"Live Twice, Love Once",2020,,,,,,,,,,,,,,,,,,,,,,,,TV-MA,"January 7, 2020",http://www.flixable.com/title/80233408/,
The Tourist,2010,PG-13,10 Dec 2010,103 min,"Action, Adventure, Crime, Mystery, Romance, Thriller",Florian Henckel von Donnersmarck,"Florian Henckel von Donnersmarck (screenplay), Christopher McQuarrie (screenplay), Julian Fellowes (screenplay), Jérôme Salle (motion picture ""Anthony Zimmer"")","Johnny Depp, Angelina Jolie, Paul Bettany, Timothy Dalton","Revolves around Frank, an American tourist visiting Italy to mend a broken heart. Elise is an extraordinary woman who deliberately crosses his path.","English, French, Italian, Russian, Spanish","USA, France, Italy, UK",Nominated for 3 Golden Globes. Another 4 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMTMyMzc3OTkwMV5BMl5BanBnXkFtZTcwMjc0MTgwNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",37,6.0,"211,569",tt1243957,movie,22 Mar 2011,"$67,631,157",Columbia Pictures,N/A,True,PG-13,"January 7, 2020",http://www.flixable.com/title/70142888/,
Dracula,2020,N/A,04 Jan 2020,270 min,"Drama, Horror",N/A,N/A,"Claes Bang, Dolly Wells, John Heffernan, Joanna Scanlan","In 1897 Transylvania, the blood-drinking Count draws his plans against Victorian London.",English,UK,N/A,https://m.media-amazon.com/images/M/MV5BNTBmNzM4ZGMtMTE3OC00Mjc4LWE3OGEtYzA3ZmQ1MGJkNjMyXkEyXkFqcGdeQXVyNDk3ODk4OQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}]",N/A,8.3,431,tt9139220,series,,,,,True,TV-14,"January 4, 2020",http://www.flixable.com/title/80997687/,1
Go! Go! Cory Carson,2020,,,,,,,,,,,,,,,,,,,,,,,,TV-Y,"January 4, 2020",http://www.flixable.com/title/80237347/,
All the Freckles in the World,2020,,,,,,,,,,,,,,,,,,,,,,,,TV-14,"January 3, 2020",http://www.flixable.com/title/81006825/,
Anne with an E,2019,,,,,,,,,,,,,,,,,,,,,,,,TV-PG,"January 3, 2020",http://www.flixable.com/title/80136311/,
Deewangee,2002,N/A,25 Oct 2002,169 min,"Crime, Drama, Mystery, Thriller",Anees Bazmee,"Anees Bazmee, Neeraj Pathak (screenplay & dialogue)","Ajay Devgn, Akshaye Khanna, Urmila Matondkar, Farida Jalal",Raj is one of city's top lawyer known never to loose a case.He his introduced to Sargam during the launch of her new album by Ashwin Mehta owner of a music company.Next day Ashwin is found ...,Hindi,India,6 wins.,https://m.media-amazon.com/images/M/MV5BODBkOTRkZDgtNzI3My00YWZkLWE5NjAtNmQxMjAwYTY3YjYxXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",N/A,6.6,"2,307",tt0337971,movie,N/A,N/A,N/A,N/A,True,TV-MA,"January 3, 2020",http://www.flixable.com/title/81213891/,
Ferris Bueller's Day Off,1986,PG-13,11 Jun 1986,103 min,Comedy,John Hughes,John Hughes,"Matthew Broderick, Alan Ruck, Mia Sara, Jeffrey Jones","A high school wise guy is determined to have a day off from school, despite what the Principal thinks of that.","English, German",USA,Nominated for 1 Golden Globe. Another 1 win.,https://m.media-amazon.com/images/M/MV5BMDA0NjZhZWUtNmI2NC00MmFjLTgwZDYtYzVjZmNhMDVmOTBkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,7.8,"297,706",tt0091042,movie,19 Oct 1999,N/A,Paramount Pictures,N/A,True,PG-13,"January 3, 2020",http://www.flixable.com/title/498716/,
Half Girlfriend,2017,TV-PG,19 May 2017,135 min,"Drama, Romance",Mohit Suri,"Chetan Bhagat (novel), Tushar Hiranandani (screenplay), Ishita Moitra (dialogue)","Shraddha Kapoor, Vikrant Massey, Arjun Kapoor, Rhea Chakraborty","Madhav meets a girl named Riya and falls in love. After stuggling to convince her to be his girlfriend, she half heartedly agrees to be his ""Half Girlfriend""",Hindi,India,3 wins & 9 nominations.,https://m.media-amazon.com/images/M/MV5BNGVkNTA4YzEtMzBjNC00NzFjLTljOGYtY2JiMmMyN2IzN2M4XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}]",N/A,4.3,"5,666",tt5474042,movie,N/A,N/A,NH Studioz,N/A,True,TV-PG,"January 2, 2020",http://www.flixable.com/title/80192420/,
"Sex, Explained",2020,N/A,02 Jan 2020,N/A,Documentary,N/A,N/A,Janelle Monáe,N/A,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZTRhNTUzNTEtOGYxNy00OTNlLTkwMjktNzg0ZjJhYjI0YjY2XkEyXkFqcGdeQXVyNjUxMjc1OTM@._V1_SX300.jpg,[],N/A,N/A,N/A,tt11390530,series,,,,,True,TV-MA,"January 2, 2020",http://www.flixable.com/title/81160763/,1
Thieves of the Wood,2019,,,,,,,,,,,,,,,,,,,,,,,,TV-MA,"January 2, 2020",http://www.flixable.com/title/81054827/,
21,2008,PG-13,28 Mar 2008,123 min,"Crime, Drama, History, Thriller",Robert Luketic,"Peter Steinfeld (screenplay), Allan Loeb (screenplay), Ben Mezrich (book)","Jim Sturgess, Kevin Spacey, Kate Bosworth, Aaron Yoo","""21"" is the fact-based story about six MIT students who were trained to become experts in card counting and subsequently took Vegas casinos for millions in winnings.",English,USA,1 win & 5 nominations.,https://m.media-amazon.com/images/M/MV5BMjAyNTU5OTcxOV5BMl5BanBnXkFtZTcwMDEyNjM2MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,6.8,"218,800",tt0478087,movie,22 Jul 2008,"$81,159,365",Sony/Columbia Pictures,N/A,True,PG-13,"January 1, 2020",http://www.flixable.com/title/70084788/,
A Cinderella Story,2004,PG,16 Jul 2004,95 min,"Comedy, Family, Romance",Mark Rosman,Leigh Dunlap,"Hilary Duff, Jennifer Coolidge, Chad Michael Murray, Dan Byrd","Routinely exploited by her wicked stepmother, the downtrodden Sam Montgomery is excited about the prospect of meeting her Internet beau at the school's Halloween dance.","English, German, Czech","USA, Canada",6 wins & 8 nominations.,https://m.media-amazon.com/images/M/MV5BMTA1NDI0OTkwNDNeQTJeQWpwZ15BbWU3MDQ3Nzc1MjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '12%'}, {'Source': 'Metacritic', 'Value': '25/100'}]",25,5.9,"76,744",tt0356470,movie,19 Oct 2004,"$51,100,000",Warner Bros. Pictures,N/A,True,PG,"January 1, 2020",http://www.flixable.com/title/60036237/,
Alpha and Omega: The Legend of the Saw Tooth Cave,2014,,,,,,,,,,,,,,,,,,,,,,,,TV-Y7,"January 1, 2020",http://www.flixable.com/title/80014637/,
American Beauty,1999,R,01 Oct 1999,122 min,Drama,Sam Mendes,Alan Ball,"Kevin Spacey, Annette Bening, Thora Birch, Wes Bentley",A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,English,USA,Won 5 Oscars. Another 106 wins & 101 nominations.,https://m.media-amazon.com/images/M/MV5BNTBmZWJkNjctNDhiNC00MGE2LWEwOTctZTk5OGVhMWMyNmVhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",84,8.3,"1,016,465",tt0169547,movie,02 Jan 2002,N/A,Dreamworks,N/A,True,R,"January 1, 2020",http://www.flixable.com/title/60000407/,
Arthur Christmas,2011,PG,23 Nov 2011,97 min,"Animation, Adventure, Comedy, Family, Fantasy","Sarah Smith, Barry Cook(co-director)","Peter Baynham (screenplay), Sarah Smith (screenplay)","James McAvoy, Hugh Laurie, Bill Nighy, Jim Broadbent",Santa's clumsy son Arthur sets out on a mission with St. Nick's father to give out a present they misplaced to a young girl in less than 2 hours.,English,"UK, USA",Nominated for 1 Golden Globe. Another 3 wins & 22 nominations.,https://m.media-amazon.com/images/M/MV5BMTYyMjMyMzEzMl5BMl5BanBnXkFtZTcwMDg4NTM5Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,7.1,"47,914",tt1430607,movie,06 Nov 2012,"$46,440,491",Sony Pictures,N/A,True,PG,"January 1, 2020",http://www.flixable.com/title/70202138/,
Aruna & Her Palate,2018,,,,,,,,,,,,,,,,,,,,,,,,TV-PG,"January 1, 2020",http://www.flixable.com/title/81035731/,
As Good as It Gets,1997,PG-13,25 Dec 1997,139 min,"Comedy, Drama, Romance",James L. Brooks,"Mark Andrus (story), Mark Andrus (screenplay), James L. Brooks (screenplay)","Jack Nicholson, Helen Hunt, Greg Kinnear, Cuba Gooding Jr.","A single mother and waitress, a misanthropic author, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery.",English,USA,Won 2 Oscars. Another 36 wins & 53 nominations.,https://m.media-amazon.com/images/M/MV5BNWMxZTgzMWEtMTU0Zi00NDc5LWFkZjctMzUxNDIyNzZiMmNjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,7.7,"261,174",tt0119822,movie,19 May 1998,N/A,TriStar Pictures,N/A,True,PG-13,"January 1, 2020",http://www.flixable.com/title/1181488/,
Bad Grandpa .5,2014,Unrated,03 Jun 2014,76 min,Comedy,Jeff Tremaine,"Fax Bahr (story), Spike Jonze (screenplay), Johnny Knoxville (screenplay), Adam Small (story), Jeff Tremaine (screenplay)","Marilynn Allain, Georgina Cates, Madison Davis, George Faughnan",An unrated version of Bad Grandpa which includes over 40 minutes of additional outtakes and interviews.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNjIwMjI2Mjg2Nl5BMl5BanBnXkFtZTgwMTQ1MjM5MTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",N/A,6.3,"3,913",tt3766424,movie,N/A,N/A,N/A,N/A,True,TV-MA,"January 1, 2020",http://www.flixable.com/title/70308046/,
Because This Is My First Life,2017,,,,,,,,,,,,,,,,,,,,,,,,TV-14,"January 1, 2020",http://www.flixable.com/title/81167119/,
Border Security: America's Front Line,2018,,,,,,,,,,,,,,,,,,,,,,,,TV-14,"January 1, 2020",http://www.flixable.com/title/80107514/,
Breaking the Bank,2014,Not Rated,03 Jun 2016,105 min,Comedy,Vadim Jean,"Roger Devlin, Vadim Jean (additional writing by), Stephen Keyworth (additional writing by), James McIlwraith (additional material by), Tom Swanston (additional material by)","Kelsey Grammer, John Michael Higgins, Mathew Horne, Tamsin Greig","With ruthless US and Japanese investment banks circling Tuftons, a struggling two-hundred-year-old, family-run British bank, can its bumbling, incompetent chairman, Sir Charles Bunbury, fend off the onslaught and save the bank?","English, Japanese",UK,N/A,https://m.media-amazon.com/images/M/MV5BZDBjY2JiN2UtZmU3Zi00ZTFmLWJiZDUtMGY2OTUzNWM3YTU1XkEyXkFqcGdeQXVyMTU4MjA4ODI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}]",N/A,4.7,461,tt3105662,movie,N/A,N/A,Universal Pictures,N/A,True,TV-14,"January 1, 2020",http://www.flixable.com/title/80108158/,
Catch Me If You Can,2002,PG-13,25 Dec 2002,141 min,"Biography, Crime, Drama",Steven Spielberg,"Jeff Nathanson (screenplay), Frank Abagnale Jr. (book), Stan Redding (book)","Leonardo DiCaprio, Tom Hanks, Christopher Walken, Martin Sheen","A seasoned FBI agent pursues Frank Abagnale Jr. who, before his 19th birthday, successfully forged millions of dollars' worth of checks while posing as a Pan Am pilot, a doctor, and a legal prosecutor.","English, French","USA, Canada",Nominated for 2 Oscars. Another 16 wins & 44 nominations.,https://m.media-amazon.com/images/M/MV5BMTY5MzYzNjc5NV5BMl5BanBnXkFtZTYwNTUyNTc2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,8.1,"755,717",tt0264464,movie,06 May 2003,"$164,400,000",DreamWorks SKG,N/A,True,PG-13,"January 1, 2020",http://www.flixable.com/title/60024942/,
